id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	14.64	% Matriculas na pré-escola na rede privada  exceto conveniada: 14,64
682	682	Região Administrativa de Registro	5.91	% Matriculas na pré-escola na rede privada  exceto conveniada: 5,91
683	683	Região Administrativa de Santos	15.32	% Matriculas na pré-escola na rede privada  exceto conveniada: 15,32
684	684	Região Administrativa de São José dos Campos	14.31	% Matriculas na pré-escola na rede privada  exceto conveniada: 14,31
685	685	Região Administrativa de Sorocaba	9.43	% Matriculas na pré-escola na rede privada  exceto conveniada: 9,43
686	686	Região Administrativa de Campinas	12.41	% Matriculas na pré-escola na rede privada  exceto conveniada: 12,41
687	687	Região Administrativa de Ribeirão Preto	20.30	% Matriculas na pré-escola na rede privada  exceto conveniada: 20,30
688	688	Região Administrativa de Bauru	13.11	% Matriculas na pré-escola na rede privada  exceto conveniada: 13,11
689	689	Região Administrativa de São José do Rio Preto	12.46	% Matriculas na pré-escola na rede privada  exceto conveniada: 12,46
690	690	Região Administrativa de Araçatuba	11.76	% Matriculas na pré-escola na rede privada  exceto conveniada: 11,76
691	691	Região Administrativa de Presidente Prudente	11.39	% Matriculas na pré-escola na rede privada  exceto conveniada: 11,39
692	692	Região Administrativa de Marília	8.18	% Matriculas na pré-escola na rede privada  exceto conveniada: 8,18
693	693	Região Administrativa Central	11.12	% Matriculas na pré-escola na rede privada  exceto conveniada: 11,12
694	694	Região Administrativa de Barretos	9.44	% Matriculas na pré-escola na rede privada  exceto conveniada: 9,44
695	695	Região Administrativa de Franca	10.27	% Matriculas na pré-escola na rede privada  exceto conveniada: 10,27
